Дата;Наименование препарата как у нас;Наименование препарата как у аптеки;Наименование АС;Ссылка на препарат;Город;Цена
24-03-2022;;Артрозан р-р д/и/в/м 6мг/мл 2,5мл ампулы полимерные №5 (Мелоксикам);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Живика;418.30
24-03-2022;;Мелоксикам таб 15мг №20 /вертекс/ (Мелоксикам);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Живика;267.00
24-03-2022;;Мелоксикам таб 7,5мг №20 /озон/ (Мелоксикам);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Живика;94.60
24-03-2022;;Артрозан р-р д/и/в/м 6мг/мл 2,5мл ампулы полимерные №10 (Мелоксикам);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Живика;604.10
24-03-2022;;Мелоксикам-акрихин р-р д/и/в/м 10мг/мл 1,5мл амп №5 (Мелоксикам);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Живика;492.60
24-03-2022;;Мелоксикам таб 7,5мг №20 /вертекс/ (Мелоксикам);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Живика;206.00
24-03-2022;;Мелоксикам-акрихин таб 7,5мг №20 (Мелоксикам);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Живика;97.50
24-03-2022;;Мелоксикам канон гель д/наруж.прим. 1% 30г (Мелоксикам);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Живика;146.00
24-03-2022;;Мукосат р-р д/и/в/м 10% 2мл амп №5 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;787.80
24-03-2022;;Мукосат мазь д/наруж.прим. 5% 30г (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;276.21
24-03-2022;;Мукосат р-р д/и/в/м 100мг/мл 1мл амп №10 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;888.70
24-03-2022;;Мукосат р-р д/и/в/м/в/суст. 100мг/мл 2мл амп №10 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;1 553.80
24-03-2022;;Мукосат р-р д/и/в/м/в/суст. 100мг/мл 2мл амп №25 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;3 118.00
24-03-2022;;МУКОСАТ капс. №80;Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;1 693.00
24-03-2022;;Драстоп р-р д/и/в/м 100мг/мл 2мл амп №10 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;1 166.00
24-03-2022;;Инъектран р-р д/и/в/м 100мг/мл 2мл амп №10 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;1 592.00
24-03-2022;;Хондрогард р-р д/и/в/м/в/с 100мг/мл 1мл №10 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;907.00
24-03-2022;;Хондрогард р-р д/и/в/м/в/с 100мг/мл 2мл №10 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;1 728.30
24-03-2022;;Хондрогард р-р д/и/в/м/в/с 100мг/мл 2мл №25 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;2 776.70
24-03-2022;;Хондролон пор-к д/и/в/м 100мг амп №10 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;539.90
24-03-2022;;Хондроксид мазь 5% 30г туба (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;347.00
24-03-2022;;Хонсат р-р д/и/в/м 100мг/мл 1мл амп №10 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;688.30
24-03-2022;;Структум капс. 500мг №60 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;1 833.00
24-03-2022;;Артогистан р-р д/и/в/м 100мг/мл 2мл амп №10 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;1 320.00
24-03-2022;;Хондроитин-акос мазь 5% 50г туба /синтез/ (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;289.70
24-03-2022;;Хондроитин гель 5% 30г туба /вертекс/ (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;218.00
24-03-2022;;Артогистан р-р д/и/в/м 100мг/мл 1мл амп №10 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;759.00
24-03-2022;;Хондроитин велфарм капс. 250мг №60 (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;476.70
24-03-2022;;Хондроксид гель 5% 30г (Хондроитина сульфат);Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BC%D1%83%D0%BA%D0%BE%D1%81%D0%B0%D1%82;Живика;360.20
24-03-2022;;ОСТЕОКОЛЛ р-р имплантат д/и/периартикул коллаген-содержащий 2мл амп №5;Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BE%D1%81%D1%82%D0%B5%D0%BE%D0%BA%D0%BE%D0%BB%D0%BB;Живика;3 738.80
24-03-2022;;ПЛЕКСАТРОН р-р имплантат д/и/в/с/периартикул коллаген-содержащий 2мл амп №5;Живика;https://zhivika.ru/search/resultPage?searchString=%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D1%82%D1%80%D0%BE%D0%BD;Живика;3 833.60
24-03-2022;;РИПАРТ Форте ср-во для замещения синовальной жидкости 15мг/мл 3мл шприц №1;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%80%D0%B8%D0%BF%D0%B0%D1%80%D1%82;Живика;8 857.80
24-03-2022;;РИПАРТ Лонг ср-во для замещения синовиальной жидкости 20мг/мл 3мл шприц №1;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%80%D0%B8%D0%BF%D0%B0%D1%80%D1%82;Живика;16 287.00
24-03-2022;;РИПАРТ ср-во для замещения синовальной жидкости 10мг/мл 2мл шприц №1;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%80%D0%B8%D0%BF%D0%B0%D1%80%D1%82;Живика;5 325.30
24-03-2022;;РИПАРТ Лонг ср-во для замещения синовиальной жидкости 20мг/мл 2мл шприц №1;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%80%D0%B8%D0%BF%D0%B0%D1%80%D1%82;Живика;10 978.00
24-03-2022;;РИПАРТ ср-во для замещения синовальной жидкости 10мг/мл 3мл шприц №1;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%80%D0%B8%D0%BF%D0%B0%D1%80%D1%82;Живика;6 370.00
24-03-2022;;Румалон р-р д/и 1мл амп №25 (Гликозаминогликан-пептидный комплекс);Живика;https://zhivika.ru/search/resultPage?searchString=%D1%80%D1%83%D0%BC%D0%B0%D0%BB%D0%BE%D0%BD;Живика;3 340.10
24-03-2022;;Румалон р-р д/и 1мл амп №10 (Гликозаминогликан-пептидный комплекс);Живика;https://zhivika.ru/search/resultPage?searchString=%D1%80%D1%83%D0%BC%D0%B0%D0%BB%D0%BE%D0%BD;Живика;1 909.90
24-03-2022;;Траумель с мазь 50г гомеопатические;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Живика;594.40
24-03-2022;;Траумель с р-р д/и 2,2мл амп №5 гомеопатические;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Живика;771.00
24-03-2022;;Траумель с таб №50 гомеопатические;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Живика;492.40
24-03-2022;;Траумель с капли д/вн.прим. 30мл фл-кап. гомеопатические;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Живика;659.00
24-03-2022;;ТРАУМЕЛЬ Космо гель д/наруж.прим. 50г;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%82%D1%80%D0%B0%D1%83%D0%BC%D0%B5%D0%BB%D1%8C;Живика;894.00
24-03-2022;;Ферматрон протез синовиальной жидкости р-р 20мг/2мл шприц №1 (Гиалуронат натрия);Живика;https://zhivika.ru/search/resultPage?searchString=%D1%84%D0%B5%D1%80%D0%BC%D0%B0%D1%82%D1%80%D0%BE%D0%BD;Живика;5 247.20
24-03-2022;;ФЛЕКСОТРОН Соло р-р имплантат д/и/в/с гиалуронат натрия 2,2% 22мг/мл 2мл шприц преднаполненный №1;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%84%D0%BB%D0%B5%D0%BA%D1%81%D0%BE%D1%82%D1%80%D0%BE%D0%BD;Живика;17 010.80
24-03-2022;;ФЛЕКСОТРОН Кросс р-р имплантат д/и/в/с на основе перекрестно-сшитого гиалуроната натрия 60мг/3мл 3мл шприц №1;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%84%D0%BB%D0%B5%D0%BA%D1%81%D0%BE%D1%82%D1%80%D0%BE%D0%BD;Живика;17 291.10
24-03-2022;;ФЛЕКСОТРОН Ультра р-р имплантат д/и/в/с гиалуронат натрия 2,5% 25мг/мл 4,8мл шприц преднаполненный №1;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%84%D0%BB%D0%B5%D0%BA%D1%81%D0%BE%D1%82%D1%80%D0%BE%D0%BD;Живика;18 593.30
24-03-2022;;ХРОНОТРОН гель имплантат д/и/в/с на основе поленуклеотидов 20мг/мл 2мл шприц преднаполненный №1;Живика;https://zhivika.ru/search/resultPage?searchString=%D1%85%D1%80%D0%BE%D0%BD%D0%BE%D1%82%D1%80%D0%BE%D0%BD;Живика;10 652.40
